"success","trial_type","trial_index","time_elapsed","internal_node_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes"
"","html-keyboard-response","62","397833","0.0-43.0-0.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
""blur"",""57"",""378692""
""focus"",""57"",""380145""
""blur"",""59"",""384234""
""focus"",""59"",""384816""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
""blur"",""57"",""378692""
""blur"",""59"",""384234""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
""focus"",""57"",""380145""
""focus"",""59"",""384816""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","<p></p>","null","","","","","","",""
"","do_trial","63","403858","0.0-43.0-1.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
""blur"",""57"",""378692""
""focus"",""57"",""380145""
""blur"",""59"",""384234""
""focus"",""59"",""384816""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
""blur"",""57"",""378692""
""blur"",""59"",""384234""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
""focus"",""57"",""380145""
""focus"",""59"",""384816""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","","","","","","","","null","1,0,0"
"","html-keyboard-response","64","404872","0.0-44.0-0.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
""blur"",""57"",""378692""
""focus"",""57"",""380145""
""blur"",""59"",""384234""
""focus"",""59"",""384816""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
""blur"",""57"",""378692""
""blur"",""59"",""384234""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
""focus"",""57"",""380145""
""focus"",""59"",""384816""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","<p></p>","null","","","","","","",""
"","do_trial","65","410896","0.0-44.0-1.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
""blur"",""57"",""378692""
""focus"",""57"",""380145""
""blur"",""59"",""384234""
""focus"",""59"",""384816""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
""blur"",""57"",""378692""
""blur"",""59"",""384234""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
""focus"",""57"",""380145""
""focus"",""59"",""384816""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","","","","","","","","null","1,0,0"
"","html-keyboard-response","66","411906","0.0-45.0-0.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
""blur"",""57"",""378692""
""focus"",""57"",""380145""
""blur"",""59"",""384234""
""focus"",""59"",""384816""
""blur"",""67"",""414616""
""focus"",""67"",""417487""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
""blur"",""57"",""378692""
""blur"",""59"",""384234""
""blur"",""67"",""414616""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
""focus"",""57"",""380145""
""focus"",""59"",""384816""
""focus"",""67"",""417487""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","<p></p>","null","","","","","","",""
"","do_trial","67","417924","0.0-45.0-1.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
""blur"",""57"",""378692""
""focus"",""57"",""380145""
""blur"",""59"",""384234""
""focus"",""59"",""384816""
""blur"",""67"",""414616""
""focus"",""67"",""417487""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
""blur"",""57"",""378692""
""blur"",""59"",""384234""
""blur"",""67"",""414616""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
""focus"",""57"",""380145""
""focus"",""59"",""384816""
""focus"",""67"",""417487""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","","","","","","","","null","1,0,0"
"","html-keyboard-response","68","418927","0.0-46.0-0.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
""blur"",""57"",""378692""
""focus"",""57"",""380145""
""blur"",""59"",""384234""
""focus"",""59"",""384816""
""blur"",""67"",""414616""
""focus"",""67"",""417487""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
""blur"",""57"",""378692""
""blur"",""59"",""384234""
""blur"",""67"",""414616""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
""focus"",""57"",""380145""
""focus"",""59"",""384816""
""focus"",""67"",""417487""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","<p></p>","null","","","","","","",""
"","do_trial","69","425204","0.0-46.0-1.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
""blur"",""57"",""378692""
""focus"",""57"",""380145""
""blur"",""59"",""384234""
""focus"",""59"",""384816""
""blur"",""67"",""414616""
""focus"",""67"",""417487""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
""blur"",""57"",""378692""
""blur"",""59"",""384234""
""blur"",""67"",""414616""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
""focus"",""57"",""380145""
""focus"",""59"",""384816""
""focus"",""67"",""417487""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","1762","","","","","","","","49","1,0,0"
"","html-keyboard-response","70","426211","0.0-47.0-0.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
""blur"",""57"",""378692""
""focus"",""57"",""380145""
""blur"",""59"",""384234""
""focus"",""59"",""384816""
""blur"",""67"",""414616""
""focus"",""67"",""417487""
""blur"",""71"",""428685""
""focus"",""71"",""431426""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
""blur"",""57"",""378692""
""blur"",""59"",""384234""
""blur"",""67"",""414616""
""blur"",""71"",""428685""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
""focus"",""57"",""380145""
""focus"",""59"",""384816""
""focus"",""67"",""417487""
""focus"",""71"",""431426""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","<p></p>","null","","","","","","",""
"","do_trial","71","432243","0.0-47.0-1.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
""blur"",""57"",""378692""
""focus"",""57"",""380145""
""blur"",""59"",""384234""
""focus"",""59"",""384816""
""blur"",""67"",""414616""
""focus"",""67"",""417487""
""blur"",""71"",""428685""
""focus"",""71"",""431426""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
""blur"",""57"",""378692""
""blur"",""59"",""384234""
""blur"",""67"",""414616""
""blur"",""71"",""428685""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
""focus"",""57"",""380145""
""focus"",""59"",""384816""
""focus"",""67"",""417487""
""focus"",""71"",""431426""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","","","","","","","","null","1,1,0"
"","html-keyboard-response","72","433257","0.0-48.0-0.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
""blur"",""57"",""378692""
""focus"",""57"",""380145""
""blur"",""59"",""384234""
""focus"",""59"",""384816""
""blur"",""67"",""414616""
""focus"",""67"",""417487""
""blur"",""71"",""428685""
""focus"",""71"",""431426""
""blur"",""73"",""434579""
""focus"",""73"",""436144""
""blur"",""73"",""436519""
""focus"",""73"",""436761""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
""blur"",""57"",""378692""
""blur"",""59"",""384234""
""blur"",""67"",""414616""
""blur"",""71"",""428685""
""blur"",""73"",""434579""
""blur"",""73"",""436519""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
""focus"",""57"",""380145""
""focus"",""59"",""384816""
""focus"",""67"",""417487""
""focus"",""71"",""431426""
""focus"",""73"",""436144""
""focus"",""73"",""436761""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","<p></p>","null","","","","","","",""
"","do_trial","73","439279","0.0-48.0-1.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
""blur"",""57"",""378692""
""focus"",""57"",""380145""
""blur"",""59"",""384234""
""focus"",""59"",""384816""
""blur"",""67"",""414616""
""focus"",""67"",""417487""
""blur"",""71"",""428685""
""focus"",""71"",""431426""
""blur"",""73"",""434579""
""focus"",""73"",""436144""
""blur"",""73"",""436519""
""focus"",""73"",""436761""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
""blur"",""57"",""378692""
""blur"",""59"",""384234""
""blur"",""67"",""414616""
""blur"",""71"",""428685""
""blur"",""73"",""434579""
""blur"",""73"",""436519""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
""focus"",""57"",""380145""
""focus"",""59"",""384816""
""focus"",""67"",""417487""
""focus"",""71"",""431426""
""focus"",""73"",""436144""
""focus"",""73"",""436761""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","","","","","","","","null","1,1,0"
"","html-keyboard-response","74","440287","0.0-49.0-0.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
""blur"",""57"",""378692""
""focus"",""57"",""380145""
""blur"",""59"",""384234""
""focus"",""59"",""384816""
""blur"",""67"",""414616""
""focus"",""67"",""417487""
""blur"",""71"",""428685""
""focus"",""71"",""431426""
""blur"",""73"",""434579""
""focus"",""73"",""436144""
""blur"",""73"",""436519""
""focus"",""73"",""436761""
""blur"",""75"",""442122""
""focus"",""75"",""442652""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
""blur"",""57"",""378692""
""blur"",""59"",""384234""
""blur"",""67"",""414616""
""blur"",""71"",""428685""
""blur"",""73"",""434579""
""blur"",""73"",""436519""
""blur"",""75"",""442122""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
""focus"",""57"",""380145""
""focus"",""59"",""384816""
""focus"",""67"",""417487""
""focus"",""71"",""431426""
""focus"",""73"",""436144""
""focus"",""73"",""436761""
""focus"",""75"",""442652""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","<p></p>","null","","","","","","",""
"","do_trial","75","446312","0.0-49.0-1.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
""blur"",""57"",""378692""
""focus"",""57"",""380145""
""blur"",""59"",""384234""
""focus"",""59"",""384816""
""blur"",""67"",""414616""
""focus"",""67"",""417487""
""blur"",""71"",""428685""
""focus"",""71"",""431426""
""blur"",""73"",""434579""
""focus"",""73"",""436144""
""blur"",""73"",""436519""
""focus"",""73"",""436761""
""blur"",""75"",""442122""
""focus"",""75"",""442652""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
""blur"",""57"",""378692""
""blur"",""59"",""384234""
""blur"",""67"",""414616""
""blur"",""71"",""428685""
""blur"",""73"",""434579""
""blur"",""73"",""436519""
""blur"",""75"",""442122""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
""focus"",""57"",""380145""
""focus"",""59"",""384816""
""focus"",""67"",""417487""
""focus"",""71"",""431426""
""focus"",""73"",""436144""
""focus"",""73"",""436761""
""focus"",""75"",""442652""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","","","","","","","","null","1,1,0"
"","html-keyboard-response","76","447327","0.0-50.0-0.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
""blur"",""57"",""378692""
""focus"",""57"",""380145""
""blur"",""59"",""384234""
""focus"",""59"",""384816""
""blur"",""67"",""414616""
""focus"",""67"",""417487""
""blur"",""71"",""428685""
""focus"",""71"",""431426""
""blur"",""73"",""434579""
""focus"",""73"",""436144""
""blur"",""73"",""436519""
""focus"",""73"",""436761""
""blur"",""75"",""442122""
""focus"",""75"",""442652""
""blur"",""77"",""448649""
""focus"",""77"",""450508""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
""blur"",""57"",""378692""
""blur"",""59"",""384234""
""blur"",""67"",""414616""
""blur"",""71"",""428685""
""blur"",""73"",""434579""
""blur"",""73"",""436519""
""blur"",""75"",""442122""
""blur"",""77"",""448649""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
""focus"",""57"",""380145""
""focus"",""59"",""384816""
""focus"",""67"",""417487""
""focus"",""71"",""431426""
""focus"",""73"",""436144""
""focus"",""73"",""436761""
""focus"",""75"",""442652""
""focus"",""77"",""450508""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","<p></p>","null","","","","","","",""
"","do_trial","77","453361","0.0-50.0-1.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
""blur"",""57"",""378692""
""focus"",""57"",""380145""
""blur"",""59"",""384234""
""focus"",""59"",""384816""
""blur"",""67"",""414616""
""focus"",""67"",""417487""
""blur"",""71"",""428685""
""focus"",""71"",""431426""
""blur"",""73"",""434579""
""focus"",""73"",""436144""
""blur"",""73"",""436519""
""focus"",""73"",""436761""
""blur"",""75"",""442122""
""focus"",""75"",""442652""
""blur"",""77"",""448649""
""focus"",""77"",""450508""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
""blur"",""57"",""378692""
""blur"",""59"",""384234""
""blur"",""67"",""414616""
""blur"",""71"",""428685""
""blur"",""73"",""434579""
""blur"",""73"",""436519""
""blur"",""75"",""442122""
""blur"",""77"",""448649""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
""focus"",""57"",""380145""
""focus"",""59"",""384816""
""focus"",""67"",""417487""
""focus"",""71"",""431426""
""focus"",""73"",""436144""
""focus"",""73"",""436761""
""focus"",""75"",""442652""
""focus"",""77"",""450508""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","","","","","","","","null","1,1,0"
"","html-keyboard-response","78","454365","0.0-51.0-0.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
""blur"",""57"",""378692""
""focus"",""57"",""380145""
""blur"",""59"",""384234""
""focus"",""59"",""384816""
""blur"",""67"",""414616""
""focus"",""67"",""417487""
""blur"",""71"",""428685""
""focus"",""71"",""431426""
""blur"",""73"",""434579""
""focus"",""73"",""436144""
""blur"",""73"",""436519""
""focus"",""73"",""436761""
""blur"",""75"",""442122""
""focus"",""75"",""442652""
""blur"",""77"",""448649""
""focus"",""77"",""450508""
""blur"",""79"",""454992""
""focus"",""79"",""456074""
""blur"",""79"",""456148""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
""blur"",""57"",""378692""
""blur"",""59"",""384234""
""blur"",""67"",""414616""
""blur"",""71"",""428685""
""blur"",""73"",""434579""
""blur"",""73"",""436519""
""blur"",""75"",""442122""
""blur"",""77"",""448649""
""blur"",""79"",""454992""
""blur"",""79"",""456148""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
""focus"",""57"",""380145""
""focus"",""59"",""384816""
""focus"",""67"",""417487""
""focus"",""71"",""431426""
""focus"",""73"",""436144""
""focus"",""73"",""436761""
""focus"",""75"",""442652""
""focus"",""77"",""450508""
""focus"",""79"",""456074""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","<p></p>","null","","","","","","",""
"","do_trial","79","460386","0.0-51.0-1.0","""event"",""trial"",""time""
""focus"",""0"",""0""
""fullscreenenter"",""0"",""11126""
""blur"",""10"",""129650""
""focus"",""10"",""133257""
""blur"",""10"",""134789""
""focus"",""10"",""135466""
""blur"",""47"",""344641""
""focus"",""49"",""349670""
""blur"",""49"",""350114""
""focus"",""51"",""356383""
""blur"",""51"",""357061""
""focus"",""51"",""359696""
""blur"",""57"",""378692""
""focus"",""57"",""380145""
""blur"",""59"",""384234""
""focus"",""59"",""384816""
""blur"",""67"",""414616""
""focus"",""67"",""417487""
""blur"",""71"",""428685""
""focus"",""71"",""431426""
""blur"",""73"",""434579""
""focus"",""73"",""436144""
""blur"",""73"",""436519""
""focus"",""73"",""436761""
""blur"",""75"",""442122""
""focus"",""75"",""442652""
""blur"",""77"",""448649""
""focus"",""77"",""450508""
""blur"",""79"",""454992""
""focus"",""79"",""456074""
""blur"",""79"",""456148""
""focus"",""80"",""460505""
","""event"",""trial"",""time""
""blur"",""10"",""129650""
""blur"",""10"",""134789""
""blur"",""47"",""344641""
""blur"",""49"",""350114""
""blur"",""51"",""357061""
""blur"",""57"",""378692""
""blur"",""59"",""384234""
""blur"",""67"",""414616""
""blur"",""71"",""428685""
""blur"",""73"",""434579""
""blur"",""73"",""436519""
""blur"",""75"",""442122""
""blur"",""77"",""448649""
""blur"",""79"",""454992""
""blur"",""79"",""456148""
","""event"",""trial"",""time""
""focus"",""0"",""0""
""focus"",""10"",""133257""
""focus"",""10"",""135466""
""focus"",""49"",""349670""
""focus"",""51"",""356383""
""focus"",""51"",""359696""
""focus"",""57"",""380145""
""focus"",""59"",""384816""
""focus"",""67"",""417487""
""focus"",""71"",""431426""
""focus"",""73"",""436144""
""focus"",""73"",""436761""
""focus"",""75"",""442652""
""focus"",""77"",""450508""
""focus"",""79"",""456074""
""focus"",""80"",""460505""
","""event"",""trial"",""time""
""fullscreenenter"",""0"",""11126""
","
","null","","","","","","","","null","1,1,0"
