"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome"
"","do_trial","170","601522","0.0-98.0-0.0","620.5","","","","50","1,0,1","1","countryside","46","probe-219","0.1446371859522403","0.5624328529964508","0.14755642598106117","0"
"","html-keyboard-response","171","602532","0.0-98.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","172","607477","0.0-99.0-0.0","402.39999985694885","","","","50","1,1,1","1","countryside","47","probe-49","0.16563518100683985","0.5474536493917757","0.2889812700362493","1"
"","html-keyboard-response","173","608481","0.0-99.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","174","613402","0.0-100.0-0.0","380.19999980926514","","","","50","1,1,0","1","countryside","48","probe-144","0.28025764302900763","0.5896958033683882","0.21354225267741897","1"
"","html-keyboard-response","175","614407","0.0-100.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","176","619337","0.0-101.0-0.0","391.89999985694885","","","","50","0,1,0","1","countryside","49","probe-122","0.16393383631397723","0.6224224705761497","0.23516424061916602","1"
"","html-keyboard-response","177","620341","0.0-101.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","178","625333","0.0-102.0-0.0","442.5","","","","50","0,1,0","1","countryside","50","probe-208","0.13392248247582209","0.7236391819032646","0.24467650937008592","1"
"","html-keyboard-response","179","626341","0.0-102.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","180","631351","0.0-103.0-0.0","467.7000000476837","","","","50","0,1,0","1","countryside","51","probe-68","0.12810210517634685","0.5812383800143377","0.356488478874988","1"
"","html-keyboard-response","181","632371","0.0-103.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","182","637142","0.0-104.0-0.0","224","","","","50","0,0,1","1","countryside","52","probe-180","0.05371486448863218","0.6510403149995648","0.42646530635729435","0"
"","html-keyboard-response","183","638157","0.0-104.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","184","643058","0.0-105.0-0.0","353","","","","50","0,0,0","1","countryside","53","probe-102","0.10384090411015434","0.6217979005950227","0.3674533870887629","0"
"","html-keyboard-response","185","644061","0.0-105.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","186","649057","0.0-106.0-0.0","445","","","","50","0,0,0","1","countryside","54","probe-106","0.0545726613613467","0.5664354734492733","0.26771015066634263","0"
"","html-keyboard-response","187","650065","0.0-106.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","188","654922","0.0-107.0-0.0","318.10000014305115","","","","50","0,1,0","1","countryside","55","probe-82","0.17007380034961347","0.5130848679485464","0.2991767848282768","1"
"","html-keyboard-response","189","655929","0.0-107.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","190","660838","0.0-108.0-0.0","354.09999990463257","","","","50","0,1,0","1","countryside","56","probe-169","0.22169130780979604","0.49667780254169946","0.3831816943362503","1"
"","html-keyboard-response","191","661841","0.0-108.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","192","666794","0.0-109.0-0.0","403.89999985694885","","","","50","0,1,0","1","countryside","57","probe-74","0.08607704274820321","0.7966248871702746","0.32215663723462556","1"
"","html-keyboard-response","193","667802","0.0-109.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","194","672742","0.0-110.0-0.0","378.30000019073486","","","","50","0,1,0","1","countryside","58","probe-47","0.11306676839509963","0.8216751065956243","0.3088695136883841","1"
"","html-keyboard-response","195","673761","0.0-110.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","196","678581","0.0-111.0-0.0","275.5","","","","50","0,1,1","1","countryside","59","probe-191","0.17461096360285688","0.6348229858119955","0.30789713122331314","1"
"","html-keyboard-response","197","679590","0.0-111.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","198","684502","0.0-112.0-0.0","354.5","","","","50","1,1,1","1","countryside","60","probe-07","0.24886397499395088","0.6429292002029083","0.29236894991173623","1"
"","html-keyboard-response","199","685514","0.0-112.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","200","690670","0.0-113.0-0.0","602.3999998569489","","","","50","0,0,1","1","countryside","61","probe-72","0.19312051606829314","0.642493133278865","0.28377996969963115","0"
"","html-keyboard-response","201","691681","0.0-113.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","202","696749","0.0-114.0-0.0","504.2000000476837","","","","50","0,1,1","1","countryside","62","probe-174","0.09887060045136135","0.6621516835995039","0.17977278670240843","1"
"","html-keyboard-response","203","697757","0.0-114.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","204","702871","0.0-115.0-0.0","551.4000000953674","","","","50","0,1,0","1","countryside","63","probe-215","0.24171246959847073","0.6476299990357012","0.30463971398192835","1"
"","html-keyboard-response","205","703883","0.0-115.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","206","708781","0.0-116.0-0.0","352.5","","","","50","0,0,0","1","countryside","64","probe-167","0.2273154468026961","0.6638721566069721","0.22357956860393255","0"
"","html-keyboard-response","207","709789","0.0-116.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","208","714792","0.0-117.0-0.0","443.40000009536743","","","","50","1,1,0","1","countryside","65","probe-230","0.22780493884180683","0.6884535524392019","0.2052251595729022","1"
"","html-keyboard-response","209","715797","0.0-117.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","210","722222","0.0-118.0-0.0","1880.5999999046326","","","","50","0,0,1","1","countryside","66","probe-178","0.16976092016926683","0.5178075214429719","0.3898286545755567","0"
"","html-keyboard-response","211","723231","0.0-118.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","212","728377","0.0-119.0-0.0","579.5","","","","50","0,1,0","1","countryside","67","probe-48","0.10898393160714837","0.6519196098311062","0.2728950312170059","1"
"","html-keyboard-response","213","729382","0.0-119.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","214","734297","0.0-120.0-0.0","374.80000019073486","","","","50","0,1,0","1","countryside","68","probe-145","0.16865407994358514","0.6993313560881022","0.28671941599511175","1"
"","html-keyboard-response","215","735299","0.0-120.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","216","740150","0.0-121.0-0.0","303.2000000476837","","","","50","0,1,0","1","countryside","69","probe-58","0.06493318068017105","0.6683637287111893","0.32371484933727007","1"
"","html-keyboard-response","217","741155","0.0-121.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_bye","218","742672","0.0-122.0-0.0","null","","","","null","","","","","","","","",""
"","do_travel","219","748681","0.0-123.0-0.0","null","","","","null","","","","","","","","",""
"","do_welcome","220","750191","0.0-123.0-1.0","null","","","","null","","","","","","","","",""
"","do_trial","221","756329","0.0-124.0-0.0","1584.0999999046326","","","","51","0,1,0","2","forest","70","probe-03","0.1425578233388956","1","0.23250599102519726","0"
"","html-keyboard-response","222","757337","0.0-124.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","223","762230","0.0-125.0-0.0","338.10000014305115","","","","51","0,1,0","2","forest","71","probe-197","0.18850362339704047","1","0.3111768343286183","0"
"","html-keyboard-response","224","763241","0.0-125.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","225","768039","0.0-126.0-0.0","243.5","","","","49","1,1,0","2","forest","72","probe-54","0.2012593893990114","0.760699768974936","0.2917977756548068","1"
"","html-keyboard-response","226","769049","0.0-126.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","227","773857","0.0-127.0-0.0","264.5","","","","49","1,0,0","2","forest","73","probe-118","0.2806955228286885","0.6659855770316538","0.43397657624544833","1"
"","html-keyboard-response","228","774865","0.0-127.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","229","779727","0.0-128.0-0.0","306.60000014305115","","","","49","0,1,1","2","forest","74","probe-104","0.27226950765065683","0.6879463747817757","0.5590390170605852","0"
"","html-keyboard-response","230","780733","0.0-128.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","231","785649","0.0-129.0-0.0","344.89999985694885","","","","49","1,1,0","2","forest","75","probe-24","0.2921454918037818","0.6447840788987427","0.4156917663992752","1"
"","html-keyboard-response","232","786669","0.0-129.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","233","791526","0.0-130.0-0.0","310.2000000476837","","","","49","0,0,0","2","forest","76","probe-02","0.2747001094723328","0.5004101898797275","0.39773168717051277","0"
"","html-keyboard-response","234","792535","0.0-130.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","235","797575","0.0-131.0-0.0","501.90000009536743","","","","49","0,0,1","2","forest","77","probe-71","0.22546173382553414","0.5945383973181189","0.3408901328988728","0"
"","html-keyboard-response","236","798581","0.0-131.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","237","803830","0.0-132.0-0.0","694.2000000476837","","","","49","1,1,0","2","forest","78","probe-100","0.20420237428232824","0.6876287238119304","0.2513397680230984","1"
"","html-keyboard-response","238","804845","0.0-132.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","239","810033","0.0-133.0-0.0","635.5999999046326","","","","49","1,1,0","2","forest","79","probe-137","0.06077869469555923","0.6932696045751331","0.3167633539383195","1"
"","html-keyboard-response","240","811050","0.0-133.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","241","816141","0.0-134.0-0.0","545.5999999046326","","","","49","0,1,1","2","forest","80","probe-69","0.17119289358771098","0.7302923425010368","0.39708558745503125","0"
"","html-keyboard-response","242","817151","0.0-134.0-1.0","null","<p></p>","null","","","","","","","","","","",""
"","do_trial","243","822060","0.0-135.0-0.0","354","","","","49","1,1,0","2","forest","81","probe-112","0.1891843079794235","0.7371775234134103","0.5247615137163093","1"
"","html-keyboard-response","244","824202","0.0-135.0-1.0","null","<p></p>","null","","","","","","","","","","",""
