"trial_type","trial_index","time_elapsed","internal_node_id","participant_id","subject_id","age","gender","rocket_sides","red_planet_first_rocket","red_display_order","purple_display_order","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","rt","stimulus","key_press","button_pressed","success","duration","valid_pressed","rts","keys","planet_text","right_text","left_text","center_text","chosen_text","reward_text","trial_stage","practice_trial","transition_type","transition","reward","timestamp","choice"
"two-step-fixation","164","988316","0.0-76.0-2.9","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","165","990639","0.0-76.0-0.10","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","318.5","","48","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket1","","1","real","null","","","","2"
"d3-animate-choice","166","993203","0.0-76.0-1.10","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","558.5","","49","","","3000","1","","","images/purpleplanet.jpg","images/alien4","images/alien3","images/rocket1","images/alien3","images/t.png","2","real","true","common","1","2022-02-10 22:13:31.700","1"
"two-step-fixation","167","994207","0.0-76.0-2.10","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","168","996775","0.0-76.0-0.11","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","562.9000000059605","","48","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket1","","1","real","null","","","","2"
"d3-animate-choice","169","999351","0.0-76.0-1.11","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","571.2999999821186","","49","","","3000","1","","","images/purpleplanet.jpg","images/alien4","images/alien3","images/rocket1","images/alien3","images/nothing.png","2","real","true","common","0","2022-02-10 22:13:37.848","1"
"two-step-fixation","170","1000365","0.0-76.0-2.11","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","171","1002903","0.0-76.0-0.12","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","533.1999999880791","","48","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket1","","1","real","null","","","","2"
"d3-animate-choice","172","1005706","0.0-76.0-1.12","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","798.0999999940395","","49","","","3000","1","","","images/purpleplanet.jpg","images/alien4","images/alien3","images/rocket1","images/alien3","images/nothing.png","2","real","true","common","0","2022-02-10 22:13:44.203","1"
"two-step-fixation","173","1006710","0.0-76.0-2.12","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","174","1009312","0.0-76.0-0.13","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","596.3999999761581","","48","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket1","","1","real","null","","","","2"
"d3-animate-choice","175","1012127","0.0-76.0-1.13","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","809.1999999880791","","49","","","3000","1","","","images/purpleplanet.jpg","images/alien4","images/alien3","images/rocket1","images/alien3","images/t.png","2","real","true","common","1","2022-02-10 22:13:50.624","1"
"two-step-fixation","176","1013131","0.0-76.0-2.13","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","177","1015737","0.0-76.0-0.14","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","602.2000000178814","","48","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket1","","1","real","null","","","","2"
"d3-animate-choice","178","1018279","0.0-76.0-1.14","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","536.2999999821186","","49","","","3000","1","","","images/purpleplanet.jpg","images/alien4","images/alien3","images/rocket1","images/alien3","images/nothing.png","2","real","true","common","0","2022-02-10 22:13:56.776","1"
"two-step-fixation","179","1019284","0.0-76.0-2.14","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","180","1021951","0.0-76.0-0.15","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","662.0999999940395","","49","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket2","","1","real","null","","","","1"
"d3-animate-choice","181","1024567","0.0-76.0-1.15","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","610.8000000119209","","49","","","3000","1","","","images/purpleplanet.jpg","images/alien4","images/alien3","images/rocket2","images/alien3","images/t.png","2","real","false","rare","1","2022-02-10 22:14:03.064","1"
"two-step-fixation","182","1025571","0.0-76.0-2.15","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","183","1028066","0.0-76.0-0.16","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","490.19999998807907","","48","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket1","","1","real","null","","","","2"
"d3-animate-choice","184","1030590","0.0-76.0-1.16","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","520.3000000119209","","49","","","3000","1","","","images/purpleplanet.jpg","images/alien4","images/alien3","images/rocket1","images/alien3","images/nothing.png","2","real","true","common","0","2022-02-10 22:14:09.088","1"
"two-step-fixation","185","1031594","0.0-76.0-2.16","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","186","1034119","0.0-76.0-0.17","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","520.1999999880791","","48","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket1","","1","real","null","","","","2"
"d3-animate-choice","187","1036879","0.0-76.0-1.17","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","754.3000000119209","","49","","","3000","1","","","images/redplanet1.jpg","images/alien2","images/alien1","images/rocket1","images/alien1","images/nothing.png","2","real","false","rare","0","2022-02-10 22:14:15.376","1"
"two-step-fixation","188","1037884","0.0-76.0-2.17","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","189","1040466","0.0-76.0-0.18","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","577.6000000238419","","48","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket1","","1","real","null","","","","2"
"d3-animate-choice","190","1043967","0.0-76.0-1.18","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","1496.300000011921","","48","","","3000","1","","","images/redplanet1.jpg","images/alien2","images/alien1","images/rocket1","images/alien2","images/t.png","2","real","false","rare","1","2022-02-10 22:14:22.464","2"
"two-step-fixation","191","1044971","0.0-76.0-2.18","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","192","1047694","0.0-76.0-0.19","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","718.7999999821186","","49","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket2","","1","real","null","","","","1"
"d3-animate-choice","193","1050471","0.0-76.0-1.19","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","771.3999999761581","","49","","","3000","1","","","images/purpleplanet.jpg","images/alien4","images/alien3","images/rocket2","images/alien3","images/nothing.png","2","real","false","rare","0","2022-02-10 22:14:28.968","1"
"two-step-fixation","194","1051474","0.0-76.0-2.19","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","195","1054074","0.0-76.0-0.20","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","595.1999999880791","","48","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket1","","1","real","null","","","","2"
"d3-animate-choice","196","1056958","0.0-76.0-1.20","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","879.0999999940395","","49","","","3000","1","","","images/purpleplanet.jpg","images/alien4","images/alien3","images/rocket1","images/alien3","images/t.png","2","real","true","common","1","2022-02-10 22:14:35.456","1"
"two-step-fixation","197","1057963","0.0-76.0-2.20","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","198","1060519","0.0-76.0-0.21","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","550.3999999761581","","48","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket1","","1","real","null","","","","2"
"d3-animate-choice","199","1063103","0.0-76.0-1.21","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","579","","49","","","3000","1","","","images/purpleplanet.jpg","images/alien4","images/alien3","images/rocket1","images/alien3","images/nothing.png","2","real","true","common","0","2022-02-10 22:14:41.600","1"
"two-step-fixation","200","1064107","0.0-76.0-2.21","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","201","1066682","0.0-76.0-0.22","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","569.7999999821186","","49","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket2","","1","real","null","","","","1"
"d3-animate-choice","202","1069663","0.0-76.0-1.22","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","975.5999999940395","","48","","","3000","1","","","images/redplanet1.jpg","images/alien2","images/alien1","images/rocket2","images/alien2","images/nothing.png","2","real","true","common","0","2022-02-10 22:14:48.160","2"
"two-step-fixation","203","1070667","0.0-76.0-2.22","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","204","1073223","0.0-76.0-0.23","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","550.9000000059605","","49","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket2","","1","real","null","","","","1"
"d3-animate-choice","205","1076223","0.0-76.0-1.23","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","994.5999999940395","","48","","","3000","1","","","images/redplanet1.jpg","images/alien2","images/alien1","images/rocket2","images/alien2","images/t.png","2","real","true","common","1","2022-02-10 22:14:54.720","2"
"two-step-fixation","206","1077227","0.0-76.0-2.23","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","207","1079755","0.0-76.0-0.24","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","523.5","","49","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket2","","1","real","null","","","","1"
"d3-animate-choice","208","1082550","0.0-76.0-1.24","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","790.2000000178814","","49","","","3000","1","","","images/purpleplanet.jpg","images/alien4","images/alien3","images/rocket2","images/alien3","images/nothing.png","2","real","false","rare","0","2022-02-10 22:15:01.047","1"
"two-step-fixation","209","1083554","0.0-76.0-2.24","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","210","1086167","0.0-76.0-0.25","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","608","","48","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket1","","1","real","null","","","","2"
"d3-animate-choice","211","1088935","0.0-76.0-1.25","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","761.5","","49","","","3000","1","","","images/purpleplanet.jpg","images/alien4","images/alien3","images/rocket1","images/alien3","images/nothing.png","2","real","true","common","0","2022-02-10 22:15:07.432","1"
"two-step-fixation","212","1089939","0.0-76.0-2.25","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","213","1092975","0.0-76.0-0.26","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","1032.199999988079","","48","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket1","","1","real","null","","","","2"
"d3-animate-choice","214","1095926","0.0-76.0-1.26","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","946.2999999821186","","48","","","3000","1","","","images/redplanet1.jpg","images/alien2","images/alien1","images/rocket1","images/alien2","images/t.png","2","real","false","rare","1","2022-02-10 22:15:14.423","2"
"two-step-fixation","215","1096930","0.0-76.0-2.26","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","216","1099464","0.0-76.0-0.27","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","528.2000000178814","","49","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket2","","1","real","null","","","","1"
"d3-animate-choice","217","1102406","0.0-76.0-1.27","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","937.5999999940395","","48","","","3000","1","","","images/redplanet1.jpg","images/alien2","images/alien1","images/rocket2","images/alien2","images/t.png","2","real","true","common","1","2022-02-10 22:15:20.903","2"
"two-step-fixation","218","1103410","0.0-76.0-2.27","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","219","1105986","0.0-76.0-0.28","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","571.4000000059605","","49","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket2","","1","real","null","","","","1"
"d3-animate-choice","220","1108631","0.0-76.0-1.28","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","639.5","","48","","","3000","1","","","images/redplanet1.jpg","images/alien2","images/alien1","images/rocket2","images/alien2","images/t.png","2","real","true","common","1","2022-02-10 22:15:27.128","2"
"two-step-fixation","221","1109636","0.0-76.0-2.28","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","222","1112040","0.0-76.0-0.29","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","398.2000000178814","","49","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket2","","1","real","null","","","","1"
"d3-animate-choice","223","1114783","0.0-76.0-1.29","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","737.9000000059605","","48","","","3000","1","","","images/redplanet1.jpg","images/alien2","images/alien1","images/rocket2","images/alien2","images/nothing.png","2","real","true","common","0","2022-02-10 22:15:33.280","2"
"two-step-fixation","224","1115787","0.0-76.0-2.29","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","225","1118283","0.0-76.0-0.30","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","490.59999999403954","","49","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket2","","1","real","null","","","","1"
"d3-animate-choice","226","1120983","0.0-76.0-1.30","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","694.8000000119209","","48","","","3000","1","","","images/redplanet1.jpg","images/alien2","images/alien1","images/rocket2","images/alien2","images/t.png","2","real","true","common","1","2022-02-10 22:15:39.480","2"
"two-step-fixation","227","1121986","0.0-76.0-2.30","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","228","1124791","0.0-76.0-0.31","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","799.7000000178814","","48","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket1","","1","real","null","","","","2"
"d3-animate-choice","229","1127654","0.0-76.0-1.31","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","858.0999999940395","","48","","","3000","1","","","images/redplanet1.jpg","images/alien2","images/alien1","images/rocket1","images/alien2","images/nothing.png","2","real","false","rare","0","2022-02-10 22:15:46.151","2"
"two-step-fixation","230","1128658","0.0-76.0-2.31","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","231","1131673","0.0-76.0-0.32","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","1010.6999999880791","","48","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket1","","1","real","null","","","","2"
"d3-animate-choice","232","1134422","0.0-76.0-1.32","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","744.7000000178814","","48","","","3000","1","","","images/redplanet1.jpg","images/alien2","images/alien1","images/rocket1","images/alien2","images/nothing.png","2","real","false","rare","0","2022-02-10 22:15:52.919","2"
"two-step-fixation","233","1135427","0.0-76.0-2.32","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","234","1138279","0.0-76.0-0.33","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","846.8000000119209","","48","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket1","","1","real","null","","","","2"
"d3-animate-choice","235","1140959","0.0-76.0-1.33","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","674.5","","48","","","3000","1","","","images/redplanet1.jpg","images/alien2","images/alien1","images/rocket1","images/alien2","images/nothing.png","2","real","false","rare","0","2022-02-10 22:15:59.456","2"
"two-step-fixation","236","1141963","0.0-76.0-2.33","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
"d3-animate-choice","237","1144746","0.0-76.0-0.34","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","777.8000000119209","","48","","","3000","1","","","images/earth.jpg","images/rocket1","images/rocket2","null","images/rocket1","","1","real","null","","","","2"
"d3-animate-choice","238","1147590","0.0-76.0-1.34","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","839.3000000119209","","48","","","3000","1","","","images/redplanet1.jpg","images/alien2","images/alien1","images/rocket1","images/alien2","images/t.png","2","real","false","rare","1","2022-02-10 22:16:06.087","2"
"two-step-fixation","239","1148595","0.0-76.0-2.34","843","688","15","Female","false","false","false","true","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""5"",""25912""
","
","","images/earth.jpg","","","","","","","","","","","","","","fixation","","","","","",""
