"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","is_valid","image_to_show","probed_trial","probed_context","correct","probe","probed_trial_n","probed_context_n"
"","do_recog","150","503179","0.0-83.0-0.0","612.3999999761581","","","","","","","","53","","","","295","probe-120","","","","","1","[object Object]","123","3","1","","",""
"","html-keyboard-response","151","504195","0.0-83.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","152","507130","0.0-84.0-0.0","396.30000001192093","","","","","","","","50","0,1,0","6","blank","296","null","0.35812337257342086","0.27839437259537037","0.3466061290781107","1","","","","","","","",""
"","html-keyboard-response","153","508144","0.0-84.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","154","510971","0.0-85.0-0.0","281.30000001192093","","","","","","","","49","0,1,0","6","blank","297","null","0.45106718636804355","0.38416809874865876","0.12845527577494437","0","","","","","","","",""
"","html-keyboard-response","155","511987","0.0-85.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","156","515151","0.0-86.0-0.0","613","","","","","","","","51","1,0,0","6","blank","298","null","0.3953227813179915","0.42437389475082365","0.10506321243425941","0","","","","","","","",""
"","html-keyboard-response","157","516159","0.0-86.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","158","519238","0.0-87.0-0.0","531.3999999761581","","","","","","","","50","0,0,0","6","blank","299","null","0.2479505390231991","0.48121738840247996","0.1014272438946218","0","","","","","","","",""
"","html-keyboard-response","159","520251","0.0-87.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","160","523480","0.0-88.0-0.0","675.5","","","","","","","","50","0,0,0","6","blank","300","null","0.15116374913216438","0.41724645780639075","0.1881617218610846","0","","","","","","","",""
"","html-keyboard-response","161","524495","0.0-88.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","162","527470","0.0-89.0-0.0","425.89999997615814","","","","","","","","49","0,1,0","6","blank","301","null","0.1238092021342565","0.5391965747335612","0.16366868544684568","0","","","","","","","",""
"","html-keyboard-response","163","528483","0.0-89.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","164","531156","0.0-90.0-0.0","1167.800000011921","","","","","","","","54","","","","302","probe-148","","","","","1","[object Object]","208","5","1","","",""
"","html-keyboard-response","165","532170","0.0-90.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","166","535367","0.0-91.0-0.0","646.5","","","","","","","","50","0,0,0","6","blank","303","null","0.1382806223595997","0.4864809120370402","0.25008105880239556","0","","","","","","","",""
"","html-keyboard-response","167","536379","0.0-91.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","168","539501","0.0-92.0-0.0","577.1999999880791","","","","","","","","50","1,1,0","6","blank","304","null","0.132642078930565","0.5556637431851135","0.1037897504196451","1","","","","","","","",""
"","html-keyboard-response","169","540513","0.0-92.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","170","543086","0.0-93.0-0.0","35.30000001192093","","","","","","","","49","0,1,0","6","blank","305","null","0.22292941820885262","0.6843708518994893","0.20819409128948366","0","","","","","","","",""
"","html-keyboard-response","171","544102","0.0-93.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","172","546959","0.0-94.0-0.0","316","","","","","","","","50","0,0,0","6","blank","306","null","0.35134291287865976","0.731630253006199","0.25001656091338076","0","","","","","","","",""
"","html-keyboard-response","173","547970","0.0-94.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","174","550856","0.0-95.0-0.0","326.4000000357628","","","","","","","","51","0,1,0","6","blank","307","null","0.19297921323972247","0.7231830484615043","0.13156885594679105","0","","","","","","","",""
"","html-keyboard-response","175","551866","0.0-95.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","break","176","553523","0.0-96.0-0.0","1656.0999999642372","<div class='center'><p>Time to take a quick break! You have 2 minutes to rest, but you can move on sooner if you'd like.</p><p> Press the <b>space bar</b> to continue.</p></div>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","177","555783","0.0-96.0-1.0","743","","","","","","","","54","","","","308","probe-155","","","","","1","[object Object]","84","2","1","","",""
"","html-keyboard-response","178","556784","0.0-96.0-2.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","179","559432","0.0-97.0-0.0","99.60000002384186","","","","","","","","50","0,1,0","6","blank","309","null","0.32446843074327064","0.7981834758652943","0.10599386469882624","1","","","","","","","",""
"","html-keyboard-response","180","560447","0.0-97.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","181","563582","0.0-98.0-0.0","582.8000000119209","","","","","","","","49","1,1,1","6","blank","310","null","0.2636128343609643","0.6821133954191956","0.11662533420845582","1","","","","","","","",""
"","html-keyboard-response","182","564598","0.0-98.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","183","567456","0.0-99.0-0.0","302.89999997615814","","","","","","","","51","1,1,0","6","blank","311","null","0.4503421651831424","0.6271732666253366","0.16103110242395485","0","","","","","","","",""
"","html-keyboard-response","184","568468","0.0-99.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","185","571327","0.0-100.0-0.0","309.0999999642372","","","","","","","","49","0,1,0","6","blank","312","null","0.561418917885257","0.5832951664676204","0.45761799896263855","0","","","","","","","",""
"","html-keyboard-response","186","572339","0.0-100.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","187","574319","0.0-101.0-0.0","467.9000000357628","","","","","","","","54","","","","313","probe-204","","","","","1","[object Object]","169","4","1","","",""
"","html-keyboard-response","188","575333","0.0-101.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","189","578233","0.0-102.0-0.0","344.80000001192093","","","","","","","","51","0,1,0","6","blank","314","null","0.40847425194596154","0.7024522916018314","0.3622464197761332","0","","","","","","","",""
"","html-keyboard-response","190","579244","0.0-102.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","191","581320","0.0-103.0-0.0","562","","","","","","","","56","","","","315","probe-230","","","","","1","[object Object]","163","4","0","","",""
"","html-keyboard-response","192","582332","0.0-103.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","193","585887","0.0-104.0-0.0","1004.9000000357628","","","","","","","","50","0,0,1","6","blank","316","null","0.44229665121715","0.71715241722776","0.364190653296956","0","","","","","","","",""
"","html-keyboard-response","194","586901","0.0-104.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","195","589055","0.0-105.0-0.0","642.3000000119209","","","","","","","","54","","","","317","probe-93","","","","","1","[object Object]","87","2","1","","",""
"","html-keyboard-response","196","590068","0.0-105.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","197","593126","0.0-106.0-0.0","515.4000000357628","","","","","","","","49","1,0,0","6","blank","318","null","0.4851507725336442","0.6604483491336467","0.192520395963521","1","","","","","","","",""
"","html-keyboard-response","198","594142","0.0-106.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","199","596979","0.0-107.0-0.0","285.5","","","","","","","","49","1,1,1","6","blank","319","null","0.43079926736082697","0.6527540917945329","0.25837479348105336","1","","","","","","","",""
"","html-keyboard-response","200","597995","0.0-107.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","201","601033","0.0-108.0-0.0","483.30000001192093","","","","","","","","50","1,0,0","6","blank","320","null","0.4522643482870047","0.5413446709650375","0.09677833429462779","0","","","","","","","",""
"","html-keyboard-response","202","602046","0.0-108.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","203","604867","0.0-109.0-0.0","282.30000001192093","","","","","","","","49","1,1,1","6","blank","321","null","0.4392370772952366","0.6578713121034682","0.06080434421265807","1","","","","","","","",""
"","html-keyboard-response","204","605869","0.0-109.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","205","607976","0.0-110.0-0.0","591.1000000238419","","","","","","","","54","","","","322","probe-81","","","","","1","[object Object]","120","3","1","","",""
"","html-keyboard-response","206","608992","0.0-110.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","207","612128","0.0-111.0-0.0","586.8999999761581","","","","","","","","49","0,0,0","6","blank","323","null","0.26476927288763313","0.6010663564844183","0.10910198632071111","0","","","","","","","",""
"","html-keyboard-response","208","613129","0.0-111.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","209","615247","0.0-112.0-0.0","599.8999999761581","","","","","","","","55","","","","324","probe-74","","","","","1","[object Object]","127","3","0","","",""
"","html-keyboard-response","210","616258","0.0-112.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","211","619246","0.0-113.0-0.0","433.30000001192093","","","","","","","","49","0,1,0","6","blank","325","null","0.25836933818708063","0.5630366031425119","0.059805287529262306","0","","","","","","","",""
"","html-keyboard-response","212","620260","0.0-113.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","213","623347","0.0-114.0-0.0","547.9000000357628","","","","","","","","49","0,0,0","6","blank","326","null","0.28840363144894293","0.48780235074575123","0.15382239922586083","0","","","","","","","",""
"","html-keyboard-response","214","624349","0.0-114.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","215","627333","0.0-115.0-0.0","430.19999998807907","","","","","","","","51","0,1,0","6","blank","327","null","0.22286971260711202","0.47402041746314966","0.1950102850050777","0","","","","","","","",""
"","html-keyboard-response","216","628347","0.0-115.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","217","631371","0.0-116.0-0.0","477.5999999642372","","","","","","","","49","0,1,0","6","blank","328","null","0.3954650264387445","0.6844230172276576","0.2028236120770265","0","","","","","","","",""
"","html-keyboard-response","218","632385","0.0-116.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","219","634289","0.0-117.0-0.0","387","","","","","","","","55","","","","329","probe-42","","","","","1","[object Object]","45","1","0","","",""
"","html-keyboard-response","220","635304","0.0-117.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","221","638591","0.0-118.0-0.0","742.4000000357628","","","","","","","","49","0,1,0","6","blank","330","null","0.30141667916768905","0.710559601460232","0.23373308137658547","0","","","","","","","",""
"","html-keyboard-response","222","639602","0.0-118.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","223","641534","0.0-119.0-0.0","422.5","","","","","","","","53","","","","331","probe-19","","","","","1","[object Object]","168","4","1","","",""
"","html-keyboard-response","224","642540","0.0-119.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","225","648594","0.0-120.0-0.0","null","","","","","","","","null","0,1,1","6","blank","332","null","0.28210717511063443","0.7325745155157738","0.2207233454352562","","","","","","","","",""
"","html-keyboard-response","226","649596","0.0-120.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","227","652448","0.0-121.0-0.0","292.69999998807907","","","","","","","","50","0,1,0","6","blank","333","null","0.17968610137051877","0.7028827705989588","0.15508693430464077","1","","","","","","","",""
"","html-keyboard-response","228","653459","0.0-121.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","229","656952","0.0-122.0-0.0","945.1999999880791","","","","","","","","50","0,0,0","6","blank","334","null","0.12512652714626848","0.6735654783651718","0.22348101690026054","0","","","","","","","",""
"","html-keyboard-response","230","657959","0.0-122.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","231","661127","0.0-123.0-0.0","611.6999999880791","","","","","","","","49","0,1,0","6","blank","335","null","0.24870321583053137","0.6019949802269134","0.11498307848287372","0","","","","","","","",""
"","html-keyboard-response","232","662145","0.0-123.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","233","665165","0.0-124.0-0.0","470.5","","","","","","","","49","0,0,0","6","blank","336","null","0.3137277552054611","0.5690533685856822","0.10559379624939991","0","","","","","","","",""
"","html-keyboard-response","234","666169","0.0-124.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","235","668786","0.0-125.0-0.0","75.89999997615814","","","","","","","","50","0,0,0","6","blank","337","null","0.18636382882758187","0.4915790051484502","0.1333307544134201","0","","","","","","","",""
"","html-keyboard-response","236","669789","0.0-125.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","237","671861","0.0-126.0-0.0","565.0999999642372","","","","","","","","53","","","","338","probe-26","","","","","1","[object Object]","41","1","1","","",""
"","html-keyboard-response","238","672872","0.0-126.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","239","676134","0.0-127.0-0.0","712.1000000238419","","","","","","","","49","0,1,0","6","blank","339","null","0.2396538677889257","0.6123999870836724","0.08200581090527266","0","","","","","","","",""
"","html-keyboard-response","240","677144","0.0-127.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","241","679232","0.0-128.0-0.0","573.2000000476837","","","","","","","","54","","","","340","probe-27","","","","","1","[object Object]","89","2","1","","",""
"","html-keyboard-response","242","680247","0.0-128.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","243","683360","0.0-129.0-0.0","564.1999999880791","","","","","","","","50","1,1,0","6","blank","341","null","0.18953467110651953","0.6101760673327745","0.1410332284279461","1","","","","","","","",""
"","html-keyboard-response","244","684374","0.0-129.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","245","686338","0.0-130.0-0.0","443","","","","","","","","55","","","","342","probe-04","","","","","1","[object Object]","42","1","0","","",""
"","html-keyboard-response","246","687348","0.0-130.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","247","690527","0.0-131.0-0.0","633.8999999761581","","","","","","","","51","1,1,0","6","blank","343","null","0.2485358579749196","0.55495460688673","0.05224578738634321","0","","","","","","","",""
"","html-keyboard-response","248","691538","0.0-131.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","249","694812","0.0-132.0-0.0","731.1999999880791","","","","","","","","50","0,0,1","6","blank","344","null","0.24436273263865643","0.5880495935122722","0.1261188880007927","0","","","","","","","",""
"","html-keyboard-response","250","695823","0.0-132.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","251","698784","0.0-133.0-0.0","410.39999997615814","","","","","","","","50","0,1,0","6","blank","345","null","0.27510202924428084","0.6362829125052717","0.16768737300212547","1","","","","","","","",""
"","html-keyboard-response","252","699797","0.0-133.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","253","702976","0.0-134.0-0.0","633.6999999880791","","","","","","","","49","0,1,0","6","blank","346","null","0.3293073865324185","0.5597840406629473","0.13226631756652238","0","","","","","","","",""
"","html-keyboard-response","254","703977","0.0-134.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","255","706796","0.0-135.0-0.0","267.0999999642372","","","","","","","","51","0,0,1","6","blank","347","null","0.3868183934327905","0.3850848403691438","0.14980660331288478","1","","","","","","","",""
"","html-keyboard-response","256","707809","0.0-135.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","break","257","709340","0.0-135.0-2.0","1528.9000000357628","<div class='center'><p>Time to take a quick break! You have 2 minutes to rest, but you can move on sooner if you'd like.</p><p> Press the <b>space bar</b> to continue.</p></div>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","258","712442","0.0-135.0-3.0","558","","","","","","","","49","1,0,0","6","blank","348","null","0.5284094266926422","0.25342327506032036","0.25205142694930244","1","","","","","","","",""
"","html-keyboard-response","259","713458","0.0-135.0-4.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","260","716458","0.0-136.0-0.0","457.5","","","","","","","","51","0,0,0","6","blank","349","null","0.34557585699096666","0.12509898727611202","0.20028601124708767","0","","","","","","","",""
"","html-keyboard-response","261","717473","0.0-136.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","262","719609","0.0-137.0-0.0","626.2000000476837","","","","","","","","55","","","","350","probe-156","","","","","1","[object Object]","202","5","0","","",""
"","html-keyboard-response","263","720622","0.0-137.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","264","723617","0.0-138.0-0.0","435.2000000476837","","","","","","","","49","0,1,0","6","blank","351","null","0.4521373020670339","0.07089561321700615","0.2506722308482181","0","","","","","","","",""
"","html-keyboard-response","265","724631","0.0-138.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","266","727948","0.0-139.0-0.0","765.8999999761581","","","","","","","","49","1,0,0","6","blank","352","null","0.6919559277048956","0.07715972328712088","0.23799837834495946","1","","","","","","","",""
"","html-keyboard-response","267","728961","0.0-139.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","268","731110","0.0-140.0-0.0","630","","","","","","","","55","","","","353","probe-32","","","","","1","[object Object]","82","2","0","","",""
"","html-keyboard-response","269","732124","0.0-140.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","270","735755","0.0-141.0-0.0","1077.300000011921","","","","","","","","50","1,0,0","6","blank","354","null","0.6935852345901714","0.192156462999578","0.4561817874163087","0","","","","","","","",""
"","html-keyboard-response","271","736767","0.0-141.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","272","739685","0.0-142.0-0.0","355.80000001192093","","","","","","","","51","0,0,1","6","blank","355","null","0.6793077182487687","0.20022023195717634","0.36131003249968346","1","","","","","","","",""
"","html-keyboard-response","273","740698","0.0-142.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","274","742883","0.0-143.0-0.0","669.3000000119209","","","","","","","","56","","","","356","probe-123","","","","","1","[object Object]","122","3","0","","",""
"","html-keyboard-response","275","743895","0.0-143.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","276","746942","0.0-144.0-0.0","491.5","","","","","","","","50","0,1,0","6","blank","357","null","0.7116651229994674","0.23545678974643505","0.35231654302843224","1","","","","","","","",""
"","html-keyboard-response","277","747951","0.0-144.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","278","750014","0.0-145.0-0.0","546.5","","","","","","","","53","","","","358","probe-232","","","","","0","[object Object]","null","null","0","","",""
"","html-keyboard-response","279","751025","0.0-145.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","280","754140","0.0-146.0-0.0","574.8000000119209","","","","","","","","51","0,0,0","6","blank","359","null","0.6423084781323886","0.2015118376360068","0.2465195618940914","0","","","","","","","",""
"","html-keyboard-response","281","755153","0.0-146.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","282","757518","0.0-147.0-0.0","855.5","","","","","","","","54","","","","360","probe-247","","","","","0","[object Object]","null","null","0","","",""
"","html-keyboard-response","283","758527","0.0-147.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","284","762061","0.0-148.0-0.0","986.3000000119209","","","","","","","","51","1,0,0","6","blank","361","null","0.750678844352551","0.05236685525175057","0.27016826796175347","0","","","","","","","",""
"","html-keyboard-response","285","763076","0.0-148.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","286","765385","0.0-149.0-0.0","791.5","","","","","","","","54","","","","362","probe-200","","","","","1","[object Object]","162","4","1","","",""
"","html-keyboard-response","287","766397","0.0-149.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","288","769360","0.0-150.0-0.0","412.89999997615814","","","","","","","","49","1,0,0","6","blank","363","null","0.6518410566894473","0.07691724786440297","0.3431127163741154","1","","","","","","","",""
"","html-keyboard-response","289","770372","0.0-150.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","290","773256","0.0-151.0-0.0","330.0999999642372","","","","","","","","51","1,0,0","6","blank","364","null","0.7569998642967392","0.05096381019801574","0.40166554295273627","0","","","","","","","",""
"","html-keyboard-response","291","774268","0.0-151.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","292","776823","0.0-152.0-0.0","4.699999988079071","","","","","","","","49","0,0,0","6","blank","365","null","0.7228911284503193","0.0698042411087134","0.1768643629424248","0","","","","","","","",""
"","html-keyboard-response","293","777824","0.0-152.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","294","780582","0.0-153.0-0.0","210.5","","","","","","","","49","1,0,0","6","blank","366","null","0.6876647596206225","0.12026269750006133","0.24226610266376472","1","","","","","","","",""
"","html-keyboard-response","295","781595","0.0-153.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","296","784449","0.0-154.0-0.0","307.39999997615814","","","","","","","","49","0,0,1","6","blank","367","null","0.6737169112133311","0.07212202250232372","0.36529197819411025","0","","","","","","","",""
"","html-keyboard-response","297","785459","0.0-154.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","298","788435","0.0-155.0-0.0","437.9000000357628","","","","","","","","49","1,0,1","6","blank","368","null","0.5833430924101749","0.12020936719776279","0.28600368694024886","1","","","","","","","",""
"","html-keyboard-response","299","789451","0.0-155.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","300","792292","0.0-156.0-0.0","295.89999997615814","","","","","","","","49","1,0,0","6","blank","369","null","0.6489367479929102","0.10973751246464683","0.3724487534160021","1","","","","","","","",""
"","html-keyboard-response","301","793306","0.0-156.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","302","795409","0.0-157.0-0.0","588.7999999523163","","","","","","","","54","","","","370","probe-79","","","","","1","[object Object]","166","4","1","","",""
"","html-keyboard-response","303","796423","0.0-157.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","304","799233","0.0-158.0-0.0","261.10000002384186","","","","","","","","49","1,0,1","6","blank","371","null","0.7188755913421079","0.16400933629670733","0.4807261945241407","1","","","","","","","",""
"","html-keyboard-response","305","800237","0.0-158.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","306","803155","0.0-159.0-0.0","372","","","","","","","","49","0,0,0","6","blank","372","null","0.44479766867006876","0.18328871026161","0.46223661440764674","0","","","","","","","",""
"","html-keyboard-response","307","804169","0.0-159.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","308","806982","0.0-160.0-0.0","269.60000002384186","","","","","","","","49","0,0,1","6","blank","373","null","0.6890512894808006","0.12035196126643818","0.3293219679887994","0","","","","","","","",""
"","html-keyboard-response","309","807997","0.0-160.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","310","810620","0.0-161.0-0.0","70.80000001192093","","","","","","","","50","1,0,0","6","blank","374","null","0.5865984795954359","0.1816772920539748","0.2862804773102986","0","","","","","","","",""
"","html-keyboard-response","311","811635","0.0-161.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","312","814380","0.0-162.0-0.0","200.39999997615814","","","","","","","","51","1,0,0","6","blank","375","null","0.5701838975591492","0.06662333447010099","0.2988270209579596","0","","","","","","","",""
"","html-keyboard-response","313","815384","0.0-162.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","314","818631","0.0-163.0-0.0","692.6999999880791","","","","","","","","50","0,0,0","6","blank","376","null","0.6044306349628441","0.1867084755856142","0.39408632927101694","0","","","","","","","",""
"","html-keyboard-response","315","819634","0.0-163.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","316","821698","0.0-164.0-0.0","545","","","","","","","","55","","","","377","probe-113","","","","","1","[object Object]","129","3","0","","",""
"","html-keyboard-response","317","822712","0.0-164.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","318","825624","0.0-165.0-0.0","358.7999999523163","","","","","","","","49","0,0,0","6","blank","378","null","0.6197597445132332","0.11508491560994764","0.3079445059113815","0","","","","","","","",""
"","html-keyboard-response","319","826635","0.0-165.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","320","829437","0.0-166.0-0.0","260.2999999523163","","","","","","","","49","1,0,0","6","blank","379","null","0.676462270521845","0.09446044612328526","0.4248000352894822","1","","","","","","","",""
"","html-keyboard-response","321","830449","0.0-166.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","322","833286","0.0-167.0-0.0","288.9000000357628","","","","","","","","49","0,0,1","6","blank","380","null","0.6310416719385349","0.17752277041792336","0.26878457309456183","0","","","","","","","",""
"","html-keyboard-response","323","834300","0.0-167.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","324","837168","0.0-168.0-0.0","315.19999998807907","","","","","","","","49","1,0,0","6","blank","381","null","0.6351302118145175","0.05110447320204102","0.39385797157796665","1","","","","","","","",""
"","html-keyboard-response","325","838180","0.0-168.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_recog","326","840596","0.0-169.0-0.0","899.3000000119209","","","","","","","","54","","","","382","probe-14","","","","","1","[object Object]","88","2","1","","",""
"","html-keyboard-response","327","841608","0.0-169.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","328","845413","0.0-170.0-0.0","1258.199999988079","","","","","","","","50","1,0,0","6","blank","383","null","0.5940892810353197","0.14886818486420342","0.1597353870841985","0","","","","","","","",""
"","html-keyboard-response","329","846427","0.0-170.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","330","848980","0.0-171.0-0.0","0.10000002384185791","","","","","","","","49","0,0,0","6","blank","384","null","0.6359403153842873","0.16635146845444343","0.2397076320692086","0","","","","","","","",""
"","html-keyboard-response","331","849992","0.0-171.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","","","","","","","","","",""
"","do_trial","332","853124","0.0-172.0-0.0","583.3000000119209","","","","","","","","50","1,1,0","6","blank","385","null","0.6776400493145707","0.09622884140892048","0.28826547557095616","1","","","","","","","",""
